상호,영업표지,업종,전체,가맹점,직영점
(주)트루팜,파스타키친,서양식,0,0,0
(주)트루팜,에이썸(A.SUM),커피,0,0,0
(주)트루팜,싱싱해싱싱회,일식,0,0,0
(주)트루팜,김밥먹을래,한식,0,0,0
(주)트루팜,에이썸,커피,0,0,0
(주)트루팜,충무치킨,치킨,0,0,0
(주)트루팜,몬스터타코,기타 외국식,0,0,0
(주)트루팜,미태리,서양식,72,72,0
(주)반반한행복,米's 탕수육,중식,0,0,0
(주)송정푸드,볶가,일식,36,36,0
누렁소숯불,심동보의언양불고기와육회,한식,1,1,0
(주)할수있다,유캔두잇,기타 외식,110,110,0
(주)위드인푸드,원스토랑,서양식,,,
(주)위드인푸드,계란집딸들,제과제빵,0,0,0
(주)위드인푸드,걸작떡볶이치킨,분식,158,155,3
(주)알볼로에프앤씨,목동버거,패스트푸드,6,4,2
(주)알볼로에프앤씨,피자알볼로,피자,321,310,11
(주)서영에프앤비,서영불닭발,기타 외식,0,0,0
(주)서영에프앤비,나폴리백반,서양식,0,0,0
(주)서영에프앤비,육회야문연어,기타 외식,13,13,0
(주)네오플러스,올데이자카야,일식,0,0,0
(주)네오플러스,딜리버리쉐프,기타 외식,0,0,0
(주)네오플러스,올데이레스토랑,서양식,0,0,0
(주)네오플러스,사이공올데이,기타 외국식,0,0,0
(주)서오릉에프앤비,서오릉피자,피자,59,59,0
(주)피티스트,꾸덕집,한식,0,0,0
(주)포레스트컴퍼니,세컨디 포레스트,서양식,29,28,1
(주)바론에프엔씨,일상엔,커피,1,1,0
(주)채정,정직유부,한식,131,130,1
비범한녀석들,필프리(FEEL FREE),제과제빵,0,0,0
엠지엠컴퍼니,황금물결해물아구찜,한식,,,
핀들커피(PindleCoffee),핀들커피,커피,1,0,1
양미당,양미당,기타 외식,1,0,1
삼정프랜차이즈,소굴,주점,1,1,0
삼정프랜차이즈,월간맥주,주점,25,24,1
엠에프푸드,멍구네,주점,0,0,0
에스엘(SLFOOD),치킨이즈백,치킨,1,0,1
피치랑,피치랑,피자,38,38,0
피치랑,피오름 피자,피자,0,0,0
당장푸드,바다청년의 인생덮밥,한식,3,2,1
효브라더스,효형제돈까스,분식,7,6,1
낭만장작누룽지통닭구이,낭만장작,치킨,10,9,1
지환이네왕족발,지환이네왕족발,한식,2,1,1
고기듬뿍국물두루치기,고기듬뿍국물두루치기,한식,1,0,1
설동궁컴퍼니,설동궁찜닭,한식,191,190,1
릴라식품,릴라돈가스,분식,3,3,0
진미면막국수,진미면막국수,분식,11,10,1
딸부자꼬마김밥,딸부자꼬마김밥,분식,7,6,1
해물찜달인(해달),김춘화인 해물찜달인,한식,3,2,1
은솔,조리미숯불곱창알찜,기타 외식,0,0,0
은솔,속초해물알찜,한식,0,0,0
은솔,개성집,기타 외식,26,26,0
파더스베이글,파더스베이글(father'sbagel),제과제빵,13,12,1
오호리준,오호리준,주점,6,5,1
(주)바론에프엔씨,제일회관,주점,2,2,0
(주)바론에프엔씨,잔잔,주점,15,15,0
(주)올림엔터프라이즈,기센국밥,한식,2,2,0
(주)올림엔터프라이즈,오늘도후라이드,치킨,4,4,0
(주)올림엔터프라이즈,엉망진창 떡볶이,분식,0,0,0
(주)에스엠식품,더블피자알통치킨,피자,0,0,0
(주)하프타임,크랩크랩,기타 외식,2,2,0
미학메밀막국수엔짬뽕,곽쌍동할매메밀막국수국밥,한식,1,0,1
(주)냠냠푸드,오피치,패스트푸드,0,0,0
(주)냠냠푸드,냠냠숯불두마리치킨,치킨,72,72,0
가마통,가마통,치킨,2,2,0
(주)박앤박,기리(giri),기타 외식,1,0,1
(주)위드런,싸와디식당,기타 외국식,5,5,0
(주)에스디인터내셔날,9 BLOCK (나인블럭),커피,20,1,19
(주)훈훈한배,히스피(HISFFEE),커피,16,16,0
㈜모두여는세상,최고남 제육명가,한식,,,
(주)모두여는세상,나는 파스타 조리사,서양식,,,
(주)미트더석세스,진아구,한식,7,6,1
(주)미트더석세스,주식회사포차천국,주점,155,155,0
(주)미트더석세스,90년생 언니네 맥주,주점,0,0,0
(주)미트더석세스,90년생 언니네 떡볶이,분식,0,0,0
(주)바론에프엔씨,우주하이볼바,서양식,1,1,0
(주)바론에프엔씨,레츠카츠,기타 외식,1,1,0
(주)하나스푸드,죽생각,한식,15,15,0
(주)영영키친,헬스토랑,기타 외식,2,2,0
(주)영영키친,영영,기타 외식,53,53,0
웨인스홀딩스(주),웨인스베이글스(Wayne’s Bagels),제과제빵,2,1,1
(주)디에이치푸드,조방낙지,한식,19,19,0
"CECEntertainmentConcepts,L.P.",Chuck E. Cheese,서양식,0,0,0
독수리오형제,독수리오형제,분식,5,3,2
(주)푸드로어,트렌즈 더 돈까스앤파스타,서양식,1,1,0
(주)지앤푸드,굽네치킨,치킨,"1,124","1,124",0
셀렉커피랩(SELECT),셀렉커피랩(SELECT),커피,1,0,1
참치여라,참치여라,일식,1,0,1
빅포1982,빅포1982,기타 외식,1,0,1
(주)만경창파,통영항 수산민족,기타 외식,,,
와이지유통,곤드레 찜드레,한식,3,3,0
만복한만복이쭈꾸미낙지볶음체인본부,만복한쭈꾸미낙지볶음,한식,18,17,1
샌두,샌두,기타 외식,1,0,1
을왕리300도씨해물갈비,300도씨 해물갈비,한식,0,0,0
(주)동원홈푸드,샌드프레소,기타 외식,15,3,12
(주)비와이씨푸드,은둔맛집칼국수,한식,1,0,1
(주)메밀나라,메밀나라,기타 외식,9,9,0
푸드플랫폼,바베큐덕삼이&화끈한닭발러,한식,11,11,0
(주)정직한,벤티프레소,커피,38,38,0
(주)정직한,꿀스커피GGUL'S COFFEE,커피,27,26,1
조이풀컴퍼니(주),발도스커피(valdos coffee),커피,70,69,1
돈대박돼지국밥24,돈대박돼지국밥24,한식,1,0,1
씨케이프랜즈,고마담치킨,기타 외식,13,13,0
(주)참토우,참토우,한식,5,5,0
(주)푸드로어,케이콜라보김밥?떡볶이,분식,19,19,0
디지푸드,또근이찜닭,한식,1,0,1
(주)윌앤컴퍼니,당소유,기타 외식,0,0,0
(주)윌앤컴퍼니,정읍옛날김밥,분식,6,0,6
제이지컴퍼니,빔빔,한식,0,0,0
미르당,미르당,제과제빵,1,0,1
㈜딜리버링,찌개엔쉬운족발,한식,0,0,0
㈜딜리버링,커피시키신분,커피,1,0,1
고향밀면,고향밀면,한식,1,0,1
방아떡볶이,방아떡볶이,분식,,,
(주)타베코리아,진미반점,중식,0,0,0
(주)타베코리아,범맥주,주점,61,61,0
(주)타베코리아,하노이돼지집,기타 외식,0,0,0
(주)타베코리아,삼산회관,한식,71,71,0
(주)타베코리아,푸른술집 할라,주점,24,24,0
(주)타베코리아,오늘술집 주다방,주점,24,24,0
엠제이,블랙마더치킨앤떡볶이,분식,0,0,0
료미,료미,일식,2,1,1
보백관본점,보백관,한식,4,3,1
길쭉이호떡본점,허니홈비,아이스크림/빙수,8,6,2
나이스가이.케이,흔한치킨,치킨,0,0,0
나이스가이.케이,에나로포차,주점,0,0,0
나이스가이.케이,에나로칼국수,분식,0,0,0
나이스가이.케이,에나로치킨,치킨,0,0,0
(주)내일,바비후 맥주,주점,0,0,0
신정만국밥,신정만국밥,한식,1,0,1
미친고기,미친고기,기타 외식,11,11,0
고집상남본점,1982고집,한식,6,5,1
엠아이비코리아,카페홍(CAPHE HOANG),커피,6,6,0
엠아이비코리아,베트남골목식당,기타 외국식,21,21,0
(주)아담스푸드앤로지스틱스,아담's 꼬마김밥,분식,14,14,0
(주)시크릿케이,SLB,서양식,12,10,2
(주)글로비,비스트로피자,패스트푸드,100,99,1
(주)올림엔터프라이즈,보람치킨,치킨,0,0,0
씨에이푸드,코코살사버거앤타코,패스트푸드,5,3,2
스무디킹코리아(주),스무디킹(SMOOTHIEKING),음료 (커피 외),266,260,6
(주)컬투에프앤비,컬투치킨,치킨,72,72,0
(주)플라잉테이블,이태리함박육쌀국수,기타 외식,1,1,0
(주)플라잉테이블,이천가든,한식,9,3,6
(주)플라잉테이블,플라잉볼,서양식,3,3,0
(주)올치에프씨,신통치킨,치킨,189,189,0
(주)콕에프씨,순살만 1등치킨,치킨,4,4,0
(주)바른장인,바른장인,한식,3,3,0
(주)에스오에프씨,쉐프밥상,기타 외식,2,2,0
(주)태정,위키드보이즈 (WICKED BOYS),패스트푸드,3,3,0
(주)송사부8285,오성족발,한식,2,2,0
(주)파운데이,파운데이,제과제빵,15,14,1
(주)홍원에프앤비,칠프로칠백식당,기타 외식,23,23,0
(주)누들앤푸드,오별난멸치국수,분식,23,19,4
(주)오큐피(OQP),맛찜랭킹,한식,,,
미스타쌀국수,미스타쌀국수,기타 외국식,1,0,1
학교앞떡볶이동탄본점,학교앞떡볶이,분식,0,0,0
육미제당묵동점,육미제당,치킨,0,0,0
장수손만두,장수손만두,한식,,,
항아리닭갈비막국수,항아리닭갈비막국수,한식,2,0,2
(주)케이더블유프랜차이즈,투피치,치킨,0,0,0
(주)케이더블유프랜차이즈,참솥,한식,0,0,0
설램,설램,기타 외식,1,0,1
(주)반미프엉코리아,반미프엉,기타 외국식,1,0,1
한입과일서수원,한입과일,기타 외식,10,8,2
(주)슬램코리아,피자힙(PIZZA HIP),피자,1,1,0
(주)덴스튜디오,수룹타코,기타 외국식,1,1,0
(주)덴스튜디오,깨닭,한식,1,1,0
(주)코스모월드,코스모한우국밥,한식,0,0,0
(주)코스모월드,코스모피자,피자,0,0,0
(주)코스모월드,코스모포차,주점,0,0,0
(주)코스모월드,코스모파스타,서양식,0,0,0
(주)코스모월드,코스모치킨,치킨,0,0,0
(주)코스모월드,코스모짬뽕,중식,0,0,0
(주)코스모월드,코스모쌀국수,기타 외국식,0,0,0
(주)코스모월드,카페코스모,커피,0,0,0
(주)보영,보영만두,분식,26,26,0
(주)남도에프앤씨,남도술상,기타 외식,32,32,0
(주)모두여는세상,정말로 맛있는 떡볶이,분식,,,
(주)청년부엌,경성밥상,한식,12,11,1
딜라이트푸드,"붕어네, 커피",커피,2,2,0
(주)퍼스타,홍호아,기타 외국식,7,4,3
(주)코이,코이라멘,기타 외식,29,29,0
(주)유성에프앤비,허갈닭강정,치킨,37,37,0
철뚝길에프씨,철뚝길,한식,1,1,0
㈜그린에그에프엔비,콩카페,커피,6,1,5
(주)설반에프앤씨,설반,한식,1,0,1
(주)씨씨프라이드,더 뭉티기,한식,2,0,2
차이나는중식당,차이나는중식당,중식,1,0,1
(주)위드런,해피타운(HAPPY TOWN),기타 외국식,0,0,0
(주)옥된장에프앤비,옥된장,한식,0,0,0
알찬해물,알찬해물,기타 외식,1,0,1
(주)진성패밀리,라이스 버거&치킨,치킨,,,
(주)정미작소,윤쉐프 정직한제빵소,제과제빵,2,1,1
정글비,정글비,커피,22,20,2
유부부본점,유부부,분식,11,10,1
경자국밥,경자국밥,한식,1,0,1
이온유통,치킨삼파전,치킨,20,20,0
돼지영농후계자,돼지영농후계자,한식,39,39,0
하오하오짬뽕전문점,왕양 하오하오,기타 외식,1,0,1
킹콩푸드,북성로 석쇠불고기 우동,한식,1,0,1
킹콩푸드,본가 동인동매운찜갈비,한식,0,0,0
킹콩푸드,킹콩덮밥&볶음밥,한식,1,0,1
우야지식품,우야지 숯불닭구이,치킨,0,0,0
우야지식품,우야지 분식[딜리버리],분식,0,0,0
우야지식품,우야지 맥주,주점,0,0,0
요기,요기인,분식,3,2,1
요기,요기인,분식,3,2,1
기린더매운갈비찜,Girin The 매운갈비찜,한식,1,0,1
까망종이밥동천점,까망종이밥,분식,2,2,0
(주)올림엔터프라이즈,마선생얼큰국밥,한식,1,1,0
(주)꼬꼬에프앤비,맛닭을 품은 후닭,치킨,0,0,0
(주)꼬꼬에프앤비,맛닭을 품은 찜닭,한식,0,0,0
(주)꼬꼬에프앤비,맛닭 짚불 닭갈비,한식,0,0,0
(주)꼬꼬에프앤비,맛닭꼬,치킨,125,125,0
(주)아리랑에프앤비,봉천동 진순자 김밥,분식,9,8,1
(주)아리랑에프앤비,아리랑수제핫도그,제과제빵,17,15,2
(주)케이푸드스토리,승도리네 곱도리탕,한식,26,22,4
(주)올림엔터프라이즈,싹쓰리냉면,한식,8,8,0
(주)올림엔터프라이즈,마선생마약국밥,한식,71,71,0
(주)엘엔제이,아가젤라또(a.ga gelato),아이스크림/빙수,0,0,0
바름,돼지생갈비상회,한식,5,4,1
지티(GT)커피,지티(GT)커피,커피,1,0,1
(주)신양도,심재,커피,2,0,2
(주)맘스터치앤컴퍼니,붐바타,기타 외식,5,5,0
동동꽈배기,동동꽈배기,분식,1,0,1
(주)하나에프씨,지즐 한우오마카세,한식,,,
30초커피,30초커피,음료 (커피 외),4,3,1
한양닭갈비,한양닭갈비,한식,1,0,1
수라전통육개장,수라전통육개장,한식,4,3,1
불당시장,불당시장,일식,0,0,0
마라루,마라루,중식,22,22,0
휴게소,휴게소,커피,0,0,0
먹성집,먹성집,한식,1,0,1
여수육개장,여육장,한식,1,0,1
더나은푸드,정광석항아리보쌈,한식,10,10,0
다원푸드,설화참숯닭갈비,기타 외식,5,5,0
(주)케이지컴퍼니,거송갈비찜,한식,9,9,0
(주)크레이저커피그룹,크레이저커피(C.Razer Coffee),커피,32,29,3
(주)엉터리,국가대패,한식,24,24,0
인터베이스,베라오커피,커피,0,0,0
인터베이스,타코맨,기타 외국식,0,0,0
상돈이비빔돼지,상돈이 비빔돼지,기타 외식,1,0,1
돈파스타,오므상칼칼데스,서양식,0,0,0
돈파스타,오므상칼칼데스,서양식,0,0,0
(주)명가,통뼈감자탕,한식,74,74,0
장수루양꼬치,장수루양꼬치,중식,1,0,1
엠지엠컴퍼니,황돈,한식,,,
떡보라,떡보라,분식,1,0,1
돈까츠야복돈,돈까츠야 복돈,일식,1,0,1
마샹스,엠마샹스,서양식,,,
영칼로리포케본점,영칼로리포케,기타 외식,1,0,1
BG푸드시스템,방구족발,한식,6,5,1
동행푸드,분식쌀롱,분식,32,32,0
권가제면소유통,권가제면소,일식,5,4,1
밸라다부산본점,밸라다(BELLADA),커피,14,13,1
(주)위,위찜,기타 외식,16,16,0
(주)짹슨이네회사,짹슨커피,커피,1,0,1
(주)맛의시간,시간을달리는족발,한식,,,
(주)맛의시간,도론도론,한식,0,0,0
(주)맛의시간,꽜시다,한식,0,0,0
(주)보하라,남다른감자탕(男다른감子탕),한식,62,62,0
(주)우성에프앤에스,죤슨앤바오,기타 외식,5,5,0
엘에프엘(주),타코잉,패스트푸드,5,5,0
(주)한국인,닭광정,치킨,5,5,0
(주)한국인,이천가든,한식,2,2,0
(주)마이켐,땡스얼랏,음료 (커피 외),1,0,1
(주)영영키친,맵지닭발,기타 외식,0,0,0
(주)영영키친,마귀맥주,주점,0,0,0
(주)영영키친,더불로닭,기타 외식,0,0,0
(주)더몰트하우스컴퍼니,더몰트하우스,서양식,6,5,1
(주)은혜푸드,만복국수집,주점,83,83,0
오엔푸드,투사랑,주점,53,53,0
(주)왕순이,왕순이 주먹밥 김밥,분식,23,23,0
(주)족발굽다,족발굽다,기타 외식,2,1,1
(주)코리아에프앤비,조선육회,한식,,,
해물화짬뽕,목천 해물화짬뽕,중식,1,0,1
오십칠도씨(57℃),57도씨 트라토리아,서양식,1,0,1
칠분통닭,칠분통닭,치킨,2,0,2
1리터셀(SELL)&디저트와플,1리터셀(SELL)&디저트와플,커피,1,0,1
(주)유니쉐프딜리버리,담아내다,한식,46,46,0
구르메산장,구르메산장,한식,1,0,1
디벨로맥스,치즈당,제과제빵,0,0,0
서효원,정성으로 빚은 만두고을,한식,3,2,1
서효원,정성으로 빚은 만두고을,한식,3,2,1
신묘한컴퍼니,신묘한곱도리식당,한식,1,0,1
해물상회,해물상회,한식,12,11,1
더라온누리(TheRaonnuri),수완초밥생각,일식,3,3,0
(주)대한육계전문유통,순살만공격,치킨,220,220,0
엔돌핀,삼초전 삼겹살 초벌전문점,한식,22,22,0
통큰오리착한삼겹,풍요갈비왕국,한식,0,0,0
툴스돈카츠,툴스돈카츠,기타 외식,41,41,0
전원숯불갈비,전원숯불,기타 외식,22,22,0
대성땡초불닭,화(火)대성땡초불닭,기타 외식,4,3,1
코레와카레,코레와카레,일식,3,2,1
비어팩토리,맥주공장,주점,5,5,0
캡틴신푸드시스템,신대장 떡볶이,분식,9,9,0
㈜제이엠푸드,박봉구가래떡볶이,분식,33,33,0
대관령푸드,대관령양푼이동태찌개,한식,16,16,0
(주)공간에프앤비,닭장맥주,주점,2,1,1
(주)엘케이글로벌,비바로마,서양식,1,0,1
금손프랜차이즈,큰바우국밥,한식,15,15,0
라온감자탕,라온가정식감자탕,한식,8,7,1
일오코리아,대한냉면,한식,16,16,0
게르츠코리아,매직트리(MAGIC TREE),주점,0,0,0
(주)웰니스레시피,YOGO FROZEN YOGURT,기타 외식,1,0,1
어판왕어업회사법인㈜,어사출또,기타 외식,70,70,0
어판왕어업회사법인(주),어사또,한식,18,18,0
(주)이앤에프앤씨,택이네 조개전골,한식,57,57,0
(주)이앤에프앤씨,택이네 조개전골,한식,57,57,0
(주)델리치랩,25카츠,일식,13,12,1
(주)드렁킨푸드,드렁킨타이,기타 외국식,10,10,0
(주)하남에프앤비,하남돼지집,한식,162,161,1
어나더도넛,어나더도넛,제과제빵,1,0,1
(주)지오엔지,달밤엔맥주일보,주점,0,0,0
에스에이㈜,유박사곱창,한식,2,1,1
일행,일행,한식,1,0,1
밥심,따뜻한한끼밥심,한식,2,1,1
이자카야한잔삼성본점,혼미HONMI,일식,0,0,0
에이치엠솔루션,함박스테이크주는 함파킹,서양식,0,0,0
에이치엠솔루션,탕수신짬뽕,중식,0,0,0
푸드토피아,진짜배기국밥,한식,0,0,0
다온푸드,숯양두마리치킨,치킨,29,28,1
어보브(ABOVE),어보브(ABOVE),커피,4,3,1
(주)하마에프씨,화로상회,기타 외식,54,54,0
홍대웰빙푸드,시민족발보쌈,한식,9,8,1
(유)토암,배불뚝집,한식,4,4,0
(주)그남자네식품,가마꿉,치킨,22,22,0
(주)조선씨푸드,조선아구찜,한식,11,10,1
(주)호박프렌즈,한와담소반,한식,19,0,19
(주)호박프렌즈,오마이포,기타 외국식,7,1,6
(주)본에스디코리아,오부장치킨,치킨,32,32,0
잊힐리야,잊힐리야,주점,1,0,1
(주)피자스쿨,피자스쿨,피자,611,610,1
전주식당,국내산 갈치조림 전주식당 별미,한식,,,
푸드니버스(주),도우대디(Dough Daddy),서양식,1,0,1
카츠와이찌,카츠와이찌,일식,1,0,1
(주)이랜드이츠,리미니,서양식,22,2,20
(주)이랜드이츠,테루,일식,13,12,1
(주)이랜드이츠,반궁,한식,16,14,2
(주)백희,애드컵(ADD CUP),커피,0,0,0
"(주)투워즈텐(TowardsTenCo.,Ltd)",징관청훠궈,중식,1,0,1
맥가이버,맥가이버,주점,1,0,1
완판도,완판도,한식,1,0,1
